transcript_id, free_energy, transcript_pool
ENST00000612337.4,-261.10,random_transcripts
ENST00000396213.7,-509.40,random_transcripts
ENST00000233146.6,-932.10,random_transcripts
ENST00000543164.5,-258.50,random_transcripts
ENST00000413518.5,-475.60,random_transcripts
ENST00000280800.4,-1606.12,random_transcripts
ENST00000397333.3,-1935.00,random_transcripts
ENST00000360001.10,-828.20,random_transcripts
ENST00000472052.1,-465.70,random_transcripts
ENST00000404767.7,-3213.40,random_transcripts
ENST00000228495.10,-1417.00,random_transcripts
ENST00000361219.10,-615.50,random_transcripts
ENST00000335972.10,-1376.20,random_transcripts
ENST00000360403.6,-526.20,random_transcripts
ENST00000413844.3,-523.00,random_transcripts
ENST00000300291.9,-1144.10,random_transcripts
ENST00000629669.2,-703.20,random_transcripts
ENST00000234739.7,-2177.40,random_transcripts
ENST00000476339.1,-955.10,random_transcripts
ENST00000368226.8,-1738.10,random_transcripts
ENST00000647359.1,-348.20,random_transcripts
ENST00000393524.6,-2629.90,random_transcripts
ENST00000615504.2,-513.70,random_transcripts
ENST00000400198.7,-950.40,random_transcripts
ENST00000380071.7,-628.20,random_transcripts
ENST00000357654.8,-1968.50,random_transcripts
ENST00000392844.7,-597.90,random_transcripts
ENST00000366844.7,-4016.70,random_transcripts
ENST00000370161.6,-1736.90,random_transcripts
ENST00000264827.9,-1161.10,random_transcripts
ENST00000460794.1,-178.40,random_transcripts
ENST00000454264.6,-3578.17,random_transcripts
ENST00000270257.8,-617.10,random_transcripts
ENST00000539539.5,-788.30,random_transcripts
ENST00000443940.6,-1143.10,random_transcripts
ENST00000372836.4,-702.60,random_transcripts
ENST00000336854.8,-626.10,random_transcripts
ENST00000461239.2,-171.70,random_transcripts
ENST00000391945.9,-1706.70,random_transcripts
ENST00000356819.7,-1691.80,random_transcripts
ENST00000464228.5,-248.00,random_transcripts
ENST00000469172.5,-985.70,random_transcripts
ENST00000320717.7,-1425.50,random_transcripts
ENST00000642159.1,-211.60,random_transcripts
ENST00000563468.5,-516.50,random_transcripts
ENST00000270458.2,-3649.95,random_transcripts
ENST00000254508.6,-2905.10,random_transcripts
ENST00000425792.5,-409.60,random_transcripts
ENST00000375218.3,-1316.40,random_transcripts
ENST00000587843.5,-580.90,random_transcripts
ENST00000425878.6,-259.40,random_transcripts
ENST00000619348.4,-1225.60,random_transcripts
ENST00000393387.5,-1696.20,random_transcripts
ENST00000340990.9,-753.00,random_transcripts
ENST00000409080.5,-1483.90,random_transcripts
ENST00000369642.7,-613.40,random_transcripts
ENST00000619101.4,-1945.50,random_transcripts
ENST00000482605.1,-231.40,random_transcripts
ENST00000565990.2,-311.10,random_transcripts
ENST00000623550.1,-657.40,random_transcripts
ENST00000355112.7,-1411.70,random_transcripts
ENST00000560288.1,-240.50,random_transcripts
ENST00000542215.5,-491.90,random_transcripts
ENST00000492135.5,-375.50,random_transcripts
ENST00000370291.6,-318.80,random_transcripts
ENST00000523111.6,-1054.50,random_transcripts
ENST00000307641.9,-1170.80,random_transcripts
ENST00000466882.1,-166.70,random_transcripts
ENST00000511955.5,-607.40,random_transcripts
ENST00000314888.9,-3553.20,random_transcripts
ENST00000378192.2,-550.50,random_transcripts
ENST00000360000.8,-280.90,random_transcripts
ENST00000297679.9,-980.20,random_transcripts
ENST00000479348.2,-528.80,random_transcripts
ENST00000454021.6,-202.60,random_transcripts
ENST00000611268.4,-429.10,random_transcripts
ENST00000340457.8,-532.60,random_transcripts
ENST00000414892.5,-145.30,random_transcripts
ENST00000460638.1,-89.60,random_transcripts
ENST00000333628.3,-631.40,random_transcripts
ENST00000469100.5,-809.20,random_transcripts
ENST00000562264.5,-360.50,random_transcripts
ENST00000354366.7,-4993.10,random_transcripts
ENST00000236273.8,-364.20,random_transcripts
ENST00000419181.5,-364.20,random_transcripts
ENST00000268719.8,-1420.80,random_transcripts
ENST00000597146.1,-221.40,random_transcripts
ENST00000311806.7,-1431.40,random_transcripts
ENST00000640551.1,-499.50,random_transcripts
ENST00000396044.7,-3364.54,random_transcripts
ENST00000469700.1,-358.70,random_transcripts
ENST00000358779.9,-844.17,random_transcripts
ENST00000505224.5,-346.37,random_transcripts
ENST00000603053.1,-791.00,random_transcripts
ENST00000281031.4,-960.90,random_transcripts
ENST00000582693.4,-3474.60,random_transcripts
ENST00000221086.7,-2194.70,random_transcripts
ENST00000306378.10,-2715.40,random_transcripts
ENST00000467104.2,-116.60,random_transcripts
ENST00000532835.1,-209.10,random_transcripts
ENST00000295887.5,-1277.50,random_transcripts
ENST00000217652.7,-350.40,random_transcripts
ENST00000595635.5,-2206.40,random_transcripts
ENST00000578105.1,-147.40,random_transcripts
ENST00000479054.5,-2092.90,random_transcripts
ENST00000631589.1,-1352.70,random_transcripts
ENST00000403422.7,-758.40,random_transcripts
ENST00000370809.4,-343.70,random_transcripts
ENST00000462266.1,-198.10,random_transcripts
ENST00000467661.5,-643.50,random_transcripts
ENST00000579183.1,-207.30,random_transcripts
ENST00000286614.10,-2943.00,random_transcripts
ENST00000530026.5,-214.10,random_transcripts
ENST00000496085.1,-157.50,random_transcripts
ENST00000479456.1,-935.90,random_transcripts
ENST00000612582.1,-3180.30,random_transcripts
ENST00000477997.5,-340.10,random_transcripts
ENST00000468958.1,-161.90,random_transcripts
ENST00000558777.5,-832.50,random_transcripts
ENST00000374616.7,-797.10,random_transcripts
ENST00000216185.6,-671.90,random_transcripts
ENST00000355754.6,-1830.90,random_transcripts
ENST00000464332.5,-581.50,random_transcripts
ENST00000450117.5,-818.20,random_transcripts
ENST00000244227.7,-442.80,random_transcripts
ENST00000262213.6,-696.00,random_transcripts
ENST00000620041.4,-239.60,random_transcripts
ENST00000436461.6,-451.90,random_transcripts
ENST00000447036.5,-527.60,random_transcripts
ENST00000381342.6,-472.40,random_transcripts
ENST00000380607.4,-774.20,random_transcripts
ENST00000620544.4,-396.50,random_transcripts
ENST00000393409.2,-3935.60,random_transcripts
ENST00000478190.3,-1000.60,random_transcripts
ENST00000400908.6,-2031.40,random_transcripts
ENST00000228705.6,-2126.40,random_transcripts
ENST00000438543.5,-1120.90,random_transcripts
ENST00000470322.5,-1275.30,random_transcripts
ENST00000539945.5,-429.80,random_transcripts
ENST00000290705.12,-108.90,random_transcripts
ENST00000562188.6,-617.67,random_transcripts
ENST00000360128.10,-1126.70,random_transcripts
ENST00000330560.7,-1096.47,random_transcripts
ENST00000649316.1,-1248.60,random_transcripts
ENST00000591978.1,-1053.90,random_transcripts
ENST00000333010.6,-826.30,random_transcripts
ENST00000392857.9,-1669.90,random_transcripts
ENST00000309246.9,-285.00,random_transcripts
ENST00000303904.7,-497.30,random_transcripts
ENST00000419036.5,-1530.20,random_transcripts
ENST00000634509.1,-135.70,random_transcripts
ENST00000591909.5,-340.50,random_transcripts
ENST00000394600.7,-578.50,random_transcripts
ENST00000612655.4,-720.90,random_transcripts
ENST00000561277.5,-501.50,random_transcripts
ENST00000261590.12,-1658.40,random_transcripts
ENST00000278407.8,-653.40,random_transcripts
ENST00000620783.2,-831.10,random_transcripts
ENST00000341567.8,-1338.00,random_transcripts
ENST00000222249.13,-1595.70,random_transcripts
ENST00000519657.5,-366.50,random_transcripts
ENST00000361518.9,-699.10,random_transcripts
ENST00000326005.10,-735.40,random_transcripts
ENST00000204679.8,-743.40,random_transcripts
ENST00000544440.6,-4265.70,random_transcripts
ENST00000262374.9,-823.20,random_transcripts
ENST00000592661.1,-426.12,random_transcripts
ENST00000490553.1,-192.60,random_transcripts
ENST00000490755.2,-265.60,random_transcripts
ENST00000264451.11,-1786.40,random_transcripts
ENST00000361337.2,-962.50,random_transcripts
ENST00000645440.1,-142.20,random_transcripts
ENST00000519067.5,-3049.60,random_transcripts
ENST00000566906.6,-695.50,random_transcripts
ENST00000474698.5,-1988.70,random_transcripts
ENST00000328085.10,-292.50,random_transcripts
ENST00000570953.1,-454.80,random_transcripts
ENST00000399817.8,-198.90,random_transcripts
ENST00000334418.5,-415.70,random_transcripts
ENST00000491555.5,-1059.50,random_transcripts
ENST00000592571.1,-370.40,random_transcripts
ENST00000523832.1,-338.80,random_transcripts
ENST00000633972.1,-714.00,random_transcripts
ENST00000334828.5,-663.60,random_transcripts
ENST00000322213.8,-3108.90,random_transcripts
ENST00000428014.1,-264.10,random_transcripts
ENST00000356401.8,-1748.30,random_transcripts
ENST00000628239.2,-169.50,random_transcripts
ENST00000381151.4,-3152.50,random_transcripts
ENST00000462378.1,-174.90,random_transcripts
ENST00000397149.3,-2413.20,random_transcripts
ENST00000635623.1,-457.80,random_transcripts
ENST00000499077.2,-726.40,random_transcripts
ENST00000406089.6,-240.00,random_transcripts
ENST00000474011.5,-384.50,random_transcripts
ENST00000619742.4,-703.10,random_transcripts
ENST00000447425.1,-97.20,random_transcripts
ENST00000498999.2,-180.33,random_transcripts
ENST00000480199.1,-231.00,random_transcripts
ENST00000604437.2,-472.00,random_transcripts
